Time,Team,Player ID,Position X,Position Y,Ball Speed,Pass Detected,Player Movement,Player Zone,Timestamp
2025-04-04 09:59:10.053668499,Team 2,7,900,334,0.0,No Pass,10.0,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,912,339,0.0,No Pass,13.0,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,906,324,0.0,No Pass,16.15549442140351,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,7,947,341,0.0,No Pass,44.384682042344295,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,8,663,302,0.0,No Pass,286.6653100743095,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,8,679,309,0.0,No Pass,17.46424919657298,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,8,690,308,0.0,No Pass,11.045361017187261,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,8,696,304,0.0,No Pass,7.211102550927978,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 1,8,698,305,0.0,No Pass,2.23606797749979,Zone 3-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,9,435,208,0.0,No Pass,280.3176769310134,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,9,441,209,0.0,No Pass,6.082762530298219,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,9,448,210,0.0,No Pass,7.0710678118654755,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,9,455,203,0.0,No Pass,9.899494936611665,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,9,451,211,0.0,No Pass,8.94427190999916,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,9,468,215,0.0,No Pass,17.46424919657298,Zone 2-2,1743760750
2025-04-04 09:59:10.053668499,Team 2,10,599,449,0.0,No Pass,268.1734513332742,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 2,10,593,451,0.0,No Pass,6.324555320336759,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 2,10,599,456,0.0,No Pass,7.810249675906654,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 2,10,602,452,0.0,No Pass,5.0,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 2,10,602,448,0.0,No Pass,4.0,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,11,666,473,0.0,No Pass,68.70953354520753,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,11,668,475,0.0,No Pass,2.8284271247461903,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,11,672,485,0.0,No Pass,10.770329614269007,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,11,695,484,0.0,No Pass,23.021728866442675,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,11,719,448,0.0,No Pass,43.266615305567875,Zone 3-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,12,509,433,0.0,No Pass,210.535032714273,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,12,512,433,0.0,No Pass,3.0,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,12,525,425,0.0,No Pass,15.264337522473747,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,12,540,418,0.0,No Pass,16.55294535724685,Zone 2-3,1743760750
2025-04-04 09:59:10.053668499,Team 1,12,556,411,0.0,No Pass,17.46424919657298,Zone 2-3,1743760750
